Recipient_Name,Certificate_ID,Verification_Link,Start_Date,End_Date,Organization_Name,File_Path
mrar@co,mrar@cocertIFICATE,,,,mrar@co,/opt/lampp/htdocs/fenix/php/../uploads/681c5088c8dd9_27.JPG
